,Quarter,Region,State,Purpose,Trips
10655,1/07/2001,Hobart and the South,Northern Territory,Business,50.2583212
10656,1/10/2001,Hobart and the South,Northern Territory,Business,47.8762393
10657,1/01/2002,Hobart and the South,Northern Territory,Business,30.494681
10658,1/04/2002,Hobart and the South,Northern Territory,Business,59.6613363
10659,1/07/2002,Hobart and the South,Northern Territory,Business,56.7913646
10660,1/10/2002,Hobart and the South,Northern Territory,Business,39.9120898
10661,1/01/2003,Hobart and the South,Northern Territory,Business,49.8061415
10662,1/04/2003,Hobart and the South,Northern Territory,Business,53.1213385
10663,1/07/2003,Hobart and the South,Northern Territory,Business,70.0461034
10664,1/10/2003,Hobart and the South,Northern Territory,Business,60.0371637
10665,1/01/2004,Hobart and the South,Northern Territory,Business,41.813569
10666,1/04/2004,Hobart and the South,Northern Territory,Business,87.7559056
10667,1/07/2004,Hobart and the South,Northern Territory,Business,71.6989433
10668,1/10/2004,Hobart and the South,Northern Territory,Business,64.2393063
10669,1/01/2005,Hobart and the South,Northern Territory,Business,49.2386117
10670,1/04/2005,Hobart and the South,Northern Territory,Business,51.0059023
10671,1/07/2005,Hobart and the South,Northern Territory,Business,55.2975701
10672,1/10/2005,Hobart and the South,Northern Territory,Business,60.2389368
10673,1/01/2006,Hobart and the South,Northern Territory,Business,51.575772
10674,1/04/2006,Hobart and the South,Northern Territory,Business,51.195279
10675,1/07/2006,Hobart and the South,Northern Territory,Business,50.509206
10676,1/10/2006,Hobart and the South,Northern Territory,Business,58.068769
10677,1/01/2007,Hobart and the South,Northern Territory,Business,35.0561176
10678,1/04/2007,Hobart and the South,Northern Territory,Business,59.3324782
10679,1/07/2007,Hobart and the South,Northern Territory,Business,43.8248804
10680,1/10/2007,Hobart and the South,Northern Territory,Business,39.5674284
10681,1/01/2008,Hobart and the South,Northern Territory,Business,52.5211369
10682,1/04/2008,Hobart and the South,Northern Territory,Business,49.7497356
10683,1/07/2008,Hobart and the South,Northern Territory,Business,49.8621081
10684,1/10/2008,Hobart and the South,Northern Territory,Business,60.9156148
10685,1/01/2009,Hobart and the South,Northern Territory,Business,31.5006665
10686,1/04/2009,Hobart and the South,Northern Territory,Business,41.7052327
10687,1/07/2009,Hobart and the South,Northern Territory,Business,59.8428055
10688,1/10/2009,Hobart and the South,Northern Territory,Business,50.5222589
10689,1/01/2010,Hobart and the South,Northern Territory,Business,40.6425269
10690,1/04/2010,Hobart and the South,Northern Territory,Business,40.4113891
10691,1/07/2010,Hobart and the South,Northern Territory,Business,51.2094158
10692,1/10/2010,Hobart and the South,Northern Territory,Business,63.7958119
10693,1/01/2011,Hobart and the South,Northern Territory,Business,30.4996665
10694,1/04/2011,Hobart and the South,Northern Territory,Business,32.140754
10695,1/07/2011,Hobart and the South,Northern Territory,Business,47.0732415
10696,1/10/2011,Hobart and the South,Northern Territory,Business,58.8601002
10697,1/01/2012,Hobart and the South,Northern Territory,Business,42.6341083
10698,1/04/2012,Hobart and the South,Northern Territory,Business,34.3344863
10699,1/07/2012,Hobart and the South,Northern Territory,Business,79.8357646
10700,1/10/2012,Hobart and the South,Northern Territory,Business,40.2542567
10701,1/01/2013,Hobart and the South,Northern Territory,Business,38.777577
10702,1/04/2013,Hobart and the South,Northern Territory,Business,47.6142408
10703,1/07/2013,Hobart and the South,Northern Territory,Business,33.7030168
10704,1/10/2013,Hobart and the South,Northern Territory,Business,38.1691038
10705,1/01/2014,Hobart and the South,Northern Territory,Business,40.9616887
10706,1/04/2014,Hobart and the South,Northern Territory,Business,40.8550831
10707,1/07/2014,Hobart and the South,Northern Territory,Business,17.6457238
10708,1/10/2014,Hobart and the South,Northern Territory,Business,54.1024394
10709,1/01/2015,Hobart and the South,Northern Territory,Business,56.880151
10710,1/04/2015,Hobart and the South,Northern Territory,Business,53.8082239
10711,1/07/2015,Hobart and the South,Northern Territory,Business,53.6184264
10712,1/10/2015,Hobart and the South,Northern Territory,Business,62.3795299
10713,1/01/2016,Hobart and the South,Northern Territory,Business,48.6279753
10714,1/04/2016,Hobart and the South,Northern Territory,Business,57.7670761
10715,1/07/2016,Hobart and the South,Northern Territory,Business,86.7177792
10716,1/10/2016,Hobart and the South,Northern Territory,Business,30.1817913
10717,1/01/1998,Hobart and the South,Northern Territory,Holiday,216.1151579
10718,1/04/1998,Hobart and the South,Northern Territory,Holiday,132.7892351
10719,1/07/1998,Hobart and the South,Northern Territory,Holiday,53.8283971
10720,1/10/1998,Hobart and the South,Northern Territory,Holiday,115.688022
10721,1/01/1999,Hobart and the South,Northern Territory,Holiday,188.9031259
10722,1/04/1999,Hobart and the South,Northern Territory,Holiday,88.8585349
10723,1/07/1999,Hobart and the South,Northern Territory,Holiday,79.3190297
10724,1/10/1999,Hobart and the South,Northern Territory,Holiday,118.3965153
10725,1/01/2000,Hobart and the South,Northern Territory,Holiday,169.487814
10726,1/04/2000,Hobart and the South,Northern Territory,Holiday,104.3234489
10727,1/07/2000,Hobart and the South,Northern Territory,Holiday,91.394698
10728,1/10/2000,Hobart and the South,Northern Territory,Holiday,132.0476219
10729,1/01/2001,Hobart and the South,Northern Territory,Holiday,192.2899368
10730,1/04/2001,Hobart and the South,Northern Territory,Holiday,121.8718265
10731,1/07/2001,Hobart and the South,Northern Territory,Holiday,86.6033001
10732,1/10/2001,Hobart and the South,Northern Territory,Holiday,100.1909277
10733,1/01/2002,Hobart and the South,Northern Territory,Holiday,217.7440849
10734,1/04/2002,Hobart and the South,Northern Territory,Holiday,95.6742492
10735,1/07/2002,Hobart and the South,Northern Territory,Holiday,68.2094415
10736,1/10/2002,Hobart and the South,Northern Territory,Holiday,122.8245701
10737,1/01/2003,Hobart and the South,Northern Territory,Holiday,174.9236675
10738,1/04/2003,Hobart and the South,Northern Territory,Holiday,133.3030933
10739,1/07/2003,Hobart and the South,Northern Territory,Holiday,67.7773403
10740,1/10/2003,Hobart and the South,Northern Territory,Holiday,102.8681266
10741,1/01/2004,Hobart and the South,Northern Territory,Holiday,232.9161075
10742,1/04/2004,Hobart and the South,Northern Territory,Holiday,120.9483447
10743,1/07/2004,Hobart and the South,Northern Territory,Holiday,74.0339676
10744,1/10/2004,Hobart and the South,Northern Territory,Holiday,138.9822815
10745,1/01/2005,Hobart and the South,Northern Territory,Holiday,241.9585648
10746,1/04/2005,Hobart and the South,Northern Territory,Holiday,94.2596739
10747,1/07/2005,Hobart and the South,Northern Territory,Holiday,55.8425941
10748,1/10/2005,Hobart and the South,Northern Territory,Holiday,113.8317263
10749,1/01/2006,Hobart and the South,Northern Territory,Holiday,226.45828
10750,1/04/2006,Hobart and the South,Northern Territory,Holiday,183.02702
10751,1/07/2006,Hobart and the South,Northern Territory,Holiday,90.045877
10752,1/10/2006,Hobart and the South,Northern Territory,Holiday,115.67586
10753,1/01/2007,Hobart and the South,Northern Territory,Holiday,248.1240352
10754,1/04/2007,Hobart and the South,Northern Territory,Holiday,126.8939697
10755,1/07/2007,Hobart and the South,Northern Territory,Holiday,76.9602316
10756,1/10/2007,Hobart and the South,Northern Territory,Holiday,136.8962074
10757,1/01/2008,Hobart and the South,Northern Territory,Holiday,217.1808676
10758,1/04/2008,Hobart and the South,Northern Territory,Holiday,109.5588575
10759,1/07/2008,Hobart and the South,Northern Territory,Holiday,94.8288279
10760,1/10/2008,Hobart and the South,Northern Territory,Holiday,96.8010282
10761,1/01/2009,Hobart and the South,Northern Territory,Holiday,221.1881497
10762,1/04/2009,Hobart and the South,Northern Territory,Holiday,141.3005632
10763,1/07/2009,Hobart and the South,Northern Territory,Holiday,118.0600961
10764,1/10/2009,Hobart and the South,Northern Territory,Holiday,127.3196075
10765,1/01/2010,Hobart and the South,Northern Territory,Holiday,227.7867401
10766,1/04/2010,Hobart and the South,Northern Territory,Holiday,142.2602808
10767,1/07/2010,Hobart and the South,Northern Territory,Holiday,67.6248345
10768,1/10/2010,Hobart and the South,Northern Territory,Holiday,126.7841912
10769,1/01/2011,Hobart and the South,Northern Territory,Holiday,181.6342745
10770,1/04/2011,Hobart and the South,Northern Territory,Holiday,113.7596167
10771,1/07/2011,Hobart and the South,Northern Territory,Holiday,103.1974511
10772,1/10/2011,Hobart and the South,Northern Territory,Holiday,142.0638835
10773,1/01/2012,Hobart and the South,Northern Territory,Holiday,205.3198625
10774,1/04/2012,Hobart and the South,Northern Territory,Holiday,113.1495205
10775,1/07/2012,Hobart and the South,Northern Territory,Holiday,102.3224126
10776,1/10/2012,Hobart and the South,Northern Territory,Holiday,181.9280242
10777,1/01/2013,Hobart and the South,Northern Territory,Holiday,253.874255
10778,1/04/2013,Hobart and the South,Northern Territory,Holiday,133.6605691
10779,1/07/2013,Hobart and the South,Northern Territory,Holiday,91.7147194
10780,1/10/2013,Hobart and the South,Northern Territory,Holiday,118.0293903
10781,1/01/2014,Hobart and the South,Northern Territory,Holiday,228.5625084
10782,1/04/2014,Hobart and the South,Northern Territory,Holiday,158.174726
10783,1/07/2014,Hobart and the South,Northern Territory,Holiday,85.1618213
10784,1/10/2014,Hobart and the South,Northern Territory,Holiday,153.9391894
10785,1/01/2015,Hobart and the South,Northern Territory,Holiday,320.5159612
10786,1/04/2015,Hobart and the South,Northern Territory,Holiday,120.809398
10787,1/07/2015,Hobart and the South,Northern Territory,Holiday,89.1356214
10788,1/10/2015,Hobart and the South,Northern Territory,Holiday,221.3507026
10789,1/01/2016,Hobart and the South,Northern Territory,Holiday,243.2966513
10790,1/04/2016,Hobart and the South,Northern Territory,Holiday,141.5985989
10791,1/07/2016,Hobart and the South,Northern Territory,Holiday,112.5341297
10792,1/10/2016,Hobart and the South,Northern Territory,Holiday,179.1504322
10793,1/01/1998,Hobart and the South,Northern Territory,Other,7.7626944
10794,1/04/1998,Hobart and the South,Northern Territory,Other,4.0762931
10795,1/07/1998,Hobart and the South,Northern Territory,Other,7.842058
10796,1/10/1998,Hobart and the South,Northern Territory,Other,9.0662948
10797,1/01/1999,Hobart and the South,Northern Territory,Other,15.9774635
10798,1/04/1999,Hobart and the South,Northern Territory,Other,13.0041683
10799,1/07/1999,Hobart and the South,Northern Territory,Other,5.6308789
10800,1/10/1999,Hobart and the South,Northern Territory,Other,5.4287585
10801,1/01/2000,Hobart and the South,Northern Territory,Other,11.4176285
10802,1/04/2000,Hobart and the South,Northern Territory,Other,6.8201564
10803,1/07/2000,Hobart and the South,Northern Territory,Other,10.7158101
10804,1/10/2000,Hobart and the South,Northern Territory,Other,18.1321673
10805,1/01/2001,Hobart and the South,Northern Territory,Other,9.8343812
10806,1/04/2001,Hobart and the South,Northern Territory,Other,6.3333322
10807,1/07/2001,Hobart and the South,Northern Territory,Other,2.9761662
10808,1/10/2001,Hobart and the South,Northern Territory,Other,14.6111604
10809,1/01/2002,Hobart and the South,Northern Territory,Other,9.2639173
10810,1/04/2002,Hobart and the South,Northern Territory,Other,14.6625403
10811,1/07/2002,Hobart and the South,Northern Territory,Other,3.2292761
10812,1/10/2002,Hobart and the South,Northern Territory,Other,20.3153026
10813,1/01/2003,Hobart and the South,Northern Territory,Other,7.3982679
10814,1/04/2003,Hobart and the South,Northern Territory,Other,7.8534731
10815,1/07/2003,Hobart and the South,Northern Territory,Other,4.8251554
10816,1/10/2003,Hobart and the South,Northern Territory,Other,8.0797002
10817,1/01/2004,Hobart and the South,Northern Territory,Other,12.7927629
10818,1/04/2004,Hobart and the South,Northern Territory,Other,12.208563
10819,1/07/2004,Hobart and the South,Northern Territory,Other,5.7917059
10820,1/10/2004,Hobart and the South,Northern Territory,Other,8.0053941
10821,1/01/2005,Hobart and the South,Northern Territory,Other,5.7830146
10822,1/04/2005,Hobart and the South,Northern Territory,Other,4.2332273
10823,1/07/2005,Hobart and the South,Northern Territory,Other,6.922834
10824,1/10/2005,Hobart and the South,Northern Territory,Other,5.5799539
10825,1/01/2006,Hobart and the South,Northern Territory,Other,13.2058
10826,1/04/2006,Hobart and the South,Northern Territory,Other,21.583689
10827,1/07/2006,Hobart and the South,Northern Territory,Other,10.740057
10828,1/10/2006,Hobart and the South,Northern Territory,Other,14.675762
10829,1/01/2007,Hobart and the South,Northern Territory,Other,5.7784785
10830,1/04/2007,Hobart and the South,Northern Territory,Other,12.7245428
10831,1/07/2007,Hobart and the South,Northern Territory,Other,9.6488486
10832,1/10/2007,Hobart and the South,Northern Territory,Other,15.8294127
10833,1/01/2008,Hobart and the South,Northern Territory,Other,11.3667238
10834,1/04/2008,Hobart and the South,Northern Territory,Other,10.3171903
10835,1/07/2008,Hobart and the South,Northern Territory,Other,1.2519605
10836,1/10/2008,Hobart and the South,Northern Territory,Other,6.6871205
10837,1/01/2009,Hobart and the South,Northern Territory,Other,1.3959857
10838,1/04/2009,Hobart and the South,Northern Territory,Other,2.5710166
10839,1/07/2009,Hobart and the South,Northern Territory,Other,11.2989997
10840,1/10/2009,Hobart and the South,Northern Territory,Other,5.0621051
10841,1/01/2010,Hobart and the South,Northern Territory,Other,5.2464084
10842,1/04/2010,Hobart and the South,Northern Territory,Other,10.4231641
10843,1/07/2010,Hobart and the South,Northern Territory,Other,15.3571072
10844,1/10/2010,Hobart and the South,Northern Territory,Other,15.8051539
10845,1/01/2011,Hobart and the South,Northern Territory,Other,9.5864813
10846,1/04/2011,Hobart and the South,Northern Territory,Other,7.9170144
10847,1/07/2011,Hobart and the South,Northern Territory,Other,5.6013007
10848,1/10/2011,Hobart and the South,Northern Territory,Other,5.0067519
10849,1/01/2012,Hobart and the South,Northern Territory,Other,10.7741578
10850,1/04/2012,Hobart and the South,Northern Territory,Other,6.3975871
10851,1/07/2012,Hobart and the South,Northern Territory,Other,13.6290487
10852,1/10/2012,Hobart and the South,Northern Territory,Other,18.8743088
10853,1/01/2013,Hobart and the South,Northern Territory,Other,9.2234861
10854,1/04/2013,Hobart and the South,Northern Territory,Other,8.7112688
10855,1/07/2013,Hobart and the South,Northern Territory,Other,5.665943
10856,1/10/2013,Hobart and the South,Northern Territory,Other,7.4185444
10857,1/01/2014,Hobart and the South,Northern Territory,Other,5.3735313
10858,1/04/2014,Hobart and the South,Northern Territory,Other,28.97479
10859,1/07/2014,Hobart and the South,Northern Territory,Other,4.082239
10860,1/10/2014,Hobart and the South,Northern Territory,Other,20.2752839
10861,1/01/2015,Hobart and the South,Northern Territory,Other,3.8543407
10862,1/04/2015,Hobart and the South,Northern Territory,Other,19.2783226
10863,1/07/2015,Hobart and the South,Northern Territory,Other,6.1016237
10864,1/10/2015,Hobart and the South,Northern Territory,Other,14.5860806
10865,1/01/2016,Hobart and the South,Northern Territory,Other,14.5453152
10866,1/04/2016,Hobart and the South,Northern Territory,Other,13.3949124
10867,1/07/2016,Hobart and the South,Northern Territory,Other,6.2519455
10868,1/10/2016,Hobart and the South,Northern Territory,Other,20.744819
10869,1/01/1998,Hobart and the South,Northern Territory,Visiting,102.250347
10870,1/04/1998,Hobart and the South,Northern Territory,Visiting,59.2618566
10871,1/07/1998,Hobart and the South,Northern Territory,Visiting,59.1851522
10872,1/10/1998,Hobart and the South,Northern Territory,Visiting,73.982799
10873,1/01/1999,Hobart and the South,Northern Territory,Visiting,79.8051861
10874,1/04/1999,Hobart and the South,Northern Territory,Visiting,67.0690852
10875,1/07/1999,Hobart and the South,Northern Territory,Visiting,52.5895719
10876,1/10/1999,Hobart and the South,Northern Territory,Visiting,43.2435875
10877,1/01/2000,Hobart and the South,Northern Territory,Visiting,72.9295976
10878,1/04/2000,Hobart and the South,Northern Territory,Visiting,53.0809468
10879,1/07/2000,Hobart and the South,Northern Territory,Visiting,40.4255037
10880,1/10/2000,Hobart and the South,Northern Territory,Visiting,58.777525
10881,1/01/2001,Hobart and the South,Northern Territory,Visiting,59.5824586
10882,1/04/2001,Hobart and the South,Northern Territory,Visiting,52.6134225
10883,1/07/2001,Hobart and the South,Northern Territory,Visiting,44.9838988
10884,1/10/2001,Hobart and the South,Northern Territory,Visiting,42.8818462
10885,1/01/2002,Hobart and the South,Northern Territory,Visiting,54.6113833
10886,1/04/2002,Hobart and the South,Northern Territory,Visiting,33.7516365
10887,1/07/2002,Hobart and the South,Northern Territory,Visiting,37.2985409
10888,1/10/2002,Hobart and the South,Northern Territory,Visiting,53.6139337
10889,1/01/2003,Hobart and the South,Northern Territory,Visiting,88.7850081
10890,1/04/2003,Hobart and the South,Northern Territory,Visiting,82.4846541
10891,1/07/2003,Hobart and the South,Northern Territory,Visiting,51.7634281
10892,1/10/2003,Hobart and the South,Northern Territory,Visiting,75.892671
10893,1/01/2004,Hobart and the South,Northern Territory,Visiting,115.254812
10894,1/04/2004,Hobart and the South,Northern Territory,Visiting,85.0580772
10895,1/07/2004,Hobart and the South,Northern Territory,Visiting,41.0852328
10896,1/10/2004,Hobart and the South,Northern Territory,Visiting,84.6820728
10897,1/01/2005,Hobart and the South,Northern Territory,Visiting,96.1077996
10898,1/04/2005,Hobart and the South,Northern Territory,Visiting,75.5628022
10899,1/07/2005,Hobart and the South,Northern Territory,Visiting,63.2780236
10900,1/10/2005,Hobart and the South,Northern Territory,Visiting,65.6317212
10901,1/01/2006,Hobart and the South,Northern Territory,Visiting,77.256116
10902,1/04/2006,Hobart and the South,Northern Territory,Visiting,92.009418
10903,1/07/2006,Hobart and the South,Northern Territory,Visiting,65.577351
10904,1/10/2006,Hobart and the South,Northern Territory,Visiting,53.79544
10905,1/01/2007,Hobart and the South,Northern Territory,Visiting,87.599329
10906,1/04/2007,Hobart and the South,Northern Territory,Visiting,76.8577101
10907,1/07/2007,Hobart and the South,Northern Territory,Visiting,53.3846355
10908,1/10/2007,Hobart and the South,Northern Territory,Visiting,61.3805112
10909,1/01/2008,Hobart and the South,Northern Territory,Visiting,86.2431019
10910,1/04/2008,Hobart and the South,Northern Territory,Visiting,64.3409652
10911,1/07/2008,Hobart and the South,Northern Territory,Visiting,53.982189
10912,1/10/2008,Hobart and the South,Northern Territory,Visiting,57.6479036
10913,1/01/2009,Hobart and the South,Northern Territory,Visiting,58.9206472
10914,1/04/2009,Hobart and the South,Northern Territory,Visiting,87.601171
10915,1/07/2009,Hobart and the South,Northern Territory,Visiting,45.8882333
10916,1/10/2009,Hobart and the South,Northern Territory,Visiting,57.2287692
10917,1/01/2010,Hobart and the South,Northern Territory,Visiting,71.0085683
10918,1/04/2010,Hobart and the South,Northern Territory,Visiting,47.1277425
10919,1/07/2010,Hobart and the South,Northern Territory,Visiting,39.8477601
10920,1/10/2010,Hobart and the South,Northern Territory,Visiting,57.6073854
10921,1/01/2011,Hobart and the South,Northern Territory,Visiting,78.8641349
10922,1/04/2011,Hobart and the South,Northern Territory,Visiting,37.8257694
10923,1/07/2011,Hobart and the South,Northern Territory,Visiting,65.6675462
10924,1/10/2011,Hobart and the South,Northern Territory,Visiting,65.682175
10925,1/01/2012,Hobart and the South,Northern Territory,Visiting,88.2225728
10926,1/04/2012,Hobart and the South,Northern Territory,Visiting,69.7828189
10927,1/07/2012,Hobart and the South,Northern Territory,Visiting,65.9440193
10928,1/10/2012,Hobart and the South,Northern Territory,Visiting,66.266264
10929,1/01/2013,Hobart and the South,Northern Territory,Visiting,82.4011338
10930,1/04/2013,Hobart and the South,Northern Territory,Visiting,97.7641564
10931,1/07/2013,Hobart and the South,Northern Territory,Visiting,51.8897364
10932,1/10/2013,Hobart and the South,Northern Territory,Visiting,74.9031683
10933,1/01/2014,Hobart and the South,Northern Territory,Visiting,75.1283221
10934,1/04/2014,Hobart and the South,Northern Territory,Visiting,110.7441961
10935,1/07/2014,Hobart and the South,Northern Territory,Visiting,51.6436982
10936,1/10/2014,Hobart and the South,Northern Territory,Visiting,70.7842912
10937,1/01/2015,Hobart and the South,Northern Territory,Visiting,127.0148843
10938,1/04/2015,Hobart and the South,Northern Territory,Visiting,81.2501046
10939,1/07/2015,Hobart and the South,Northern Territory,Visiting,60.134548
10940,1/10/2015,Hobart and the South,Northern Territory,Visiting,103.2326567
10941,1/01/2016,Hobart and the South,Northern Territory,Visiting,90.0954198
10942,1/04/2016,Hobart and the South,Northern Territory,Visiting,67.7245117
10943,1/07/2016,Hobart and the South,Northern Territory,Visiting,64.688511
10944,1/10/2016,Hobart and the South,Northern Territory,Visiting,100.9110868
10945,1/01/1998,Hunter,New South Wales,Business,69.2157325
10946,1/04/1998,Hunter,New South Wales,Business,80.7533184
10947,1/07/1998,Hunter,New South Wales,Business,51.5892033
10948,1/10/1998,Hunter,New South Wales,Business,95.4631512
10949,1/01/1999,Hunter,New South Wales,Business,84.8432488
10950,1/04/1999,Hunter,New South Wales,Business,86.1231677
10951,1/07/1999,Hunter,New South Wales,Business,162.0994393
10952,1/10/1999,Hunter,New South Wales,Business,65.5268506
10953,1/01/2000,Hunter,New South Wales,Business,113.0538526
10954,1/04/2000,Hunter,New South Wales,Business,97.7145458
10955,1/07/2000,Hunter,New South Wales,Business,71.724597
10956,1/10/2000,Hunter,New South Wales,Business,87.7844002
10957,1/01/2001,Hunter,New South Wales,Business,122.7666577
10958,1/04/2001,Hunter,New South Wales,Business,167.4212293
10959,1/07/2001,Hunter,New South Wales,Business,110.2204099
10960,1/10/2001,Hunter,New South Wales,Business,91.4154403
10961,1/01/2002,Hunter,New South Wales,Business,120.9120698
10962,1/04/2002,Hunter,New South Wales,Business,118.9217444
10963,1/07/2002,Hunter,New South Wales,Business,67.1902855
10964,1/10/2002,Hunter,New South Wales,Business,105.7727213
10965,1/01/2003,Hunter,New South Wales,Business,91.2824705
10966,1/04/2003,Hunter,New South Wales,Business,89.1613555
10967,1/07/2003,Hunter,New South Wales,Business,116.4779688
10968,1/10/2003,Hunter,New South Wales,Business,120.6024399
10969,1/01/2004,Hunter,New South Wales,Business,48.4928949
10970,1/04/2004,Hunter,New South Wales,Business,78.4735716
10971,1/07/2004,Hunter,New South Wales,Business,127.0265315
10972,1/10/2004,Hunter,New South Wales,Business,66.9925209
10973,1/01/2005,Hunter,New South Wales,Business,28.7389685
10974,1/04/2005,Hunter,New South Wales,Business,66.4328766
10975,1/07/2005,Hunter,New South Wales,Business,69.3484733
10976,1/10/2005,Hunter,New South Wales,Business,75.970217
10977,1/01/2006,Hunter,New South Wales,Business,104.911654
10978,1/04/2006,Hunter,New South Wales,Business,100.23436
10979,1/07/2006,Hunter,New South Wales,Business,70.176384
10980,1/10/2006,Hunter,New South Wales,Business,76.352987
10981,1/01/2007,Hunter,New South Wales,Business,70.8467006
10982,1/04/2007,Hunter,New South Wales,Business,121.7845328
10983,1/07/2007,Hunter,New South Wales,Business,82.4191469
10984,1/10/2007,Hunter,New South Wales,Business,88.6942816
10985,1/01/2008,Hunter,New South Wales,Business,66.6222675
10986,1/04/2008,Hunter,New South Wales,Business,82.1707317
10987,1/07/2008,Hunter,New South Wales,Business,98.2472419
10988,1/10/2008,Hunter,New South Wales,Business,95.8343112
10989,1/01/2009,Hunter,New South Wales,Business,69.224983
10990,1/04/2009,Hunter,New South Wales,Business,73.2721742
10991,1/07/2009,Hunter,New South Wales,Business,96.0619312
10992,1/10/2009,Hunter,New South Wales,Business,77.8566195
10993,1/01/2010,Hunter,New South Wales,Business,39.5891449
10994,1/04/2010,Hunter,New South Wales,Business,65.1240648
10995,1/07/2010,Hunter,New South Wales,Business,135.9489603
10996,1/10/2010,Hunter,New South Wales,Business,102.5989315
10997,1/01/2011,Hunter,New South Wales,Business,106.8807577
10998,1/04/2011,Hunter,New South Wales,Business,113.2988345
10999,1/07/2011,Hunter,New South Wales,Business,127.1033065
11000,1/10/2011,Hunter,New South Wales,Business,126.8359433
11001,1/01/2012,Hunter,New South Wales,Business,77.3930956
11002,1/04/2012,Hunter,New South Wales,Business,101.6480729
11003,1/07/2012,Hunter,New South Wales,Business,91.4096335
11004,1/10/2012,Hunter,New South Wales,Business,119.4575212
11005,1/01/2013,Hunter,New South Wales,Business,103.8195252
11006,1/04/2013,Hunter,New South Wales,Business,93.4545275
11007,1/07/2013,Hunter,New South Wales,Business,118.5549406
11008,1/10/2013,Hunter,New South Wales,Business,77.5746055
11009,1/01/2014,Hunter,New South Wales,Business,136.4102493
11010,1/04/2014,Hunter,New South Wales,Business,65.2070648
11011,1/07/2014,Hunter,New South Wales,Business,108.9600595
11012,1/10/2014,Hunter,New South Wales,Business,132.9802073
11013,1/01/2015,Hunter,New South Wales,Business,106.166408
11014,1/04/2015,Hunter,New South Wales,Business,123.6381502
11015,1/07/2015,Hunter,New South Wales,Business,73.1602136
11016,1/10/2015,Hunter,New South Wales,Business,137.0661303
11017,1/01/2016,Hunter,New South Wales,Business,113.0051323
11018,1/04/2016,Hunter,New South Wales,Business,148.3021055
11019,1/07/2016,Hunter,New South Wales,Business,153.6883645
11020,1/10/2016,Hunter,New South Wales,Business,99.5745711
11021,1/01/1998,Hunter,New South Wales,Holiday,328.8517928
11022,1/04/1998,Hunter,New South Wales,Holiday,436.1479795
11023,1/07/1998,Hunter,New South Wales,Holiday,219.4046574
11024,1/10/1998,Hunter,New South Wales,Holiday,218.1520211
11025,1/01/1999,Hunter,New South Wales,Holiday,379.7803401
11026,1/04/1999,Hunter,New South Wales,Holiday,320.2539879
11027,1/07/1999,Hunter,New South Wales,Holiday,273.1699126
11028,1/10/1999,Hunter,New South Wales,Holiday,294.201367
11029,1/01/2000,Hunter,New South Wales,Holiday,322.2738694
11030,1/04/2000,Hunter,New South Wales,Holiday,280.3538944
11031,1/07/2000,Hunter,New South Wales,Holiday,273.8564898
11032,1/10/2000,Hunter,New South Wales,Holiday,347.1409341
11033,1/01/2001,Hunter,New South Wales,Holiday,383.4140787
11034,1/04/2001,Hunter,New South Wales,Holiday,314.8787675
11035,1/07/2001,Hunter,New South Wales,Holiday,278.0843085
11036,1/10/2001,Hunter,New South Wales,Holiday,322.3250571
11037,1/01/2002,Hunter,New South Wales,Holiday,346.1548232
11038,1/04/2002,Hunter,New South Wales,Holiday,323.0854036
11039,1/07/2002,Hunter,New South Wales,Holiday,352.3983248
11040,1/10/2002,Hunter,New South Wales,Holiday,333.8597767
11041,1/01/2003,Hunter,New South Wales,Holiday,389.9646587
11042,1/04/2003,Hunter,New South Wales,Holiday,376.1274169
11043,1/07/2003,Hunter,New South Wales,Holiday,291.089964
11044,1/10/2003,Hunter,New South Wales,Holiday,274.9380894
11045,1/01/2004,Hunter,New South Wales,Holiday,332.9586441
11046,1/04/2004,Hunter,New South Wales,Holiday,311.7073975
11047,1/07/2004,Hunter,New South Wales,Holiday,270.6729722
11048,1/10/2004,Hunter,New South Wales,Holiday,257.6247278
11049,1/01/2005,Hunter,New South Wales,Holiday,423.8494901
11050,1/04/2005,Hunter,New South Wales,Holiday,296.649271
11051,1/07/2005,Hunter,New South Wales,Holiday,230.2939488
11052,1/10/2005,Hunter,New South Wales,Holiday,270.7529363
11053,1/01/2006,Hunter,New South Wales,Holiday,318.933192
11054,1/04/2006,Hunter,New South Wales,Holiday,315.396249
11055,1/07/2006,Hunter,New South Wales,Holiday,235.452732
11056,1/10/2006,Hunter,New South Wales,Holiday,266.361814
11057,1/01/2007,Hunter,New South Wales,Holiday,425.118933
11058,1/04/2007,Hunter,New South Wales,Holiday,320.1865144
11059,1/07/2007,Hunter,New South Wales,Holiday,271.9030843
11060,1/10/2007,Hunter,New South Wales,Holiday,296.0722632
11061,1/01/2008,Hunter,New South Wales,Holiday,394.0888204
11062,1/04/2008,Hunter,New South Wales,Holiday,310.1663123
11063,1/07/2008,Hunter,New South Wales,Holiday,246.7439011
11064,1/10/2008,Hunter,New South Wales,Holiday,301.3034309
11065,1/01/2009,Hunter,New South Wales,Holiday,377.7086507
11066,1/04/2009,Hunter,New South Wales,Holiday,223.0594531
11067,1/07/2009,Hunter,New South Wales,Holiday,297.3462138
11068,1/10/2009,Hunter,New South Wales,Holiday,355.831142
11069,1/01/2010,Hunter,New South Wales,Holiday,374.7287126
